depcity,descity,date,no,company,dep,des,start,end,time,dis,plane,price,discount,meal
北京-太原,北京-太原,2018/5/1,MU5294,中国东方航空公司,北京首都机场,太原武宿机场,16:35,17:55,1小时20分钟,522,波音737(中),260,2.4折,无
北京-太原,北京-太原,2018/5/1,MU5298,中国东方航空公司,北京首都机场,太原武宿机场,20:40,21:55,1小时15分钟,522,波音737(中),260,2.4折,有
北京-太原,北京-太原,2018/5/1,MU5300,中国东方航空公司,北京首都机场,太原武宿机场,22:35,23:55,1小时20分钟,522,波音737(中),260,2.4折,无
北京-太原,北京-太原,2018/5/1,CA1145,中国国际航空公司,北京首都机场,太原武宿机场,7:05,8:25,1小时20分钟,522,波音737(中),420,3.9折,无
北京-太原,北京-太原,2018/5/1,MU5292,中国东方航空公司,北京首都机场,太原武宿机场,10:00,11:15,1小时15分钟,522,波音737(中),550,5.1折,无
北京-太原,北京-太原,2018/5/1,MU5528,中国东方航空公司,北京首都机场,太原武宿机场,18:15,19:40,1小时25分钟,522,空客320(中),860,8折,无
北京-运城,北京-运城,2018/5/1,CA1139,中国国际航空公司,北京首都机场,运城关公机场,19:20,21:15,1小时55分钟,744,波音737(中),330,3.6折,有
北京-运城,北京-运城,2018/5/1,CA1237,中国国际航空公司,北京首都机场,运城关公机场,11:55,13:55,2小时,744,波音737(中),490,5.4折,有
北京-长治,北京-长治,2018/5/1,KN2925,中国联合航空公司,北京南苑机场,长治长治机场,8:15,9:45,1小时30分钟,665,波音737(中),429,4.7折,无
北京-长治,北京-长治,2018/5/1,KN2927,中国联合航空公司,北京南苑机场,长治长治机场,18:30,20:00,1小时30分钟,665,波音737(中),429,4.7折,无
北京-长治,北京-长治,2018/5/1,HU7649,海南航空股份有限公司,北京首都机场,长治长治机场,21:05,22:30,1小时25分钟,665,波音738(中),570,7.5折,无
北京-大同,北京-大同,2018/5/1,CA1119,中国国际航空公司,北京首都机场,大同云冈机场,6:55,8:05,1小时10分钟,305,波音737(中),250,3.7折,无
北京-吕梁,北京-吕梁,2018/5/1,MU2255,中国东方航空公司,北京首都机场,吕梁吕梁机场,7:00,8:15,1小时15分钟,583,波音737(中),170,2.5折,无
北京-吕梁,北京-吕梁,2018/5/1,MU2203,中国东方航空公司,北京首都机场,吕梁吕梁机场,15:25,16:40,1小时15分钟,583,波音737(中),280,4.1折,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA8395,中国国际航空公司,北京首都机场,呼和浩特白塔机场,21:30,23:00,1小时30分钟,444,波音737(中),540,7.5折,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,KN2261,中国联合航空公司,北京南苑机场,呼和浩特白塔机场,13:10,14:15,1小时5分钟,444,波音737(中),611,8.5折,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,KN2259,中国联合航空公司,北京南苑机场,呼和浩特白塔机场,19:00,20:05,1小时5分钟,444,波音737(中),611,8.5折,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA1111,中国国际航空公司,北京首都机场,呼和浩特白塔机场,6:05,7:35,1小时30分钟,444,波音737(中),630,8.8折,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,HU7175,海南航空股份有限公司,北京首都机场,呼和浩特白塔机场,21:25,22:50,1小时25分钟,444,波音787(大),645,全价经济舱,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA1117,中国国际航空公司,北京首都机场,呼和浩特白塔机场,8:55,10:25,1小时30分钟,444,空客321(中),710,全价经济舱,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA1105,中国国际航空公司,北京首都机场,呼和浩特白塔机场,16:25,17:55,1小时30分钟,444,波音738(中),710,全价经济舱,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA1101,中国国际航空公司,北京首都机场,呼和浩特白塔机场,20:00,21:30,1小时30分钟,444,波音738(中),710,全价经济舱,无
北京-呼和浩特,北京-呼和浩特,2018/5/1,CA1115,中国国际航空公司,北京首都机场,呼和浩特白塔机场,21:15,22:50,1小时35分钟,444,波音737(中),710,全价经济舱,无
北京-包头,北京-包头,2018/5/1,JD5117,首都航空有限公司,北京首都机场,包头二里半机场,21:25,22:55,1小时30分钟,579,空客319(中),435,5.4折,无
北京-包头,北京-包头,2018/5/1,HU7125,海南航空股份有限公司,北京首都机场,包头二里半机场,21:25,23:00,1小时35分钟,579,波音738(中),450,6.6折,无
北京-包头,北京-包头,2018/5/1,CA1135,中国国际航空公司,北京首都机场,包头二里半机场,6:10,7:45,1小时35分钟,579,波音737(中),480,5.9折,无
北京-包头,北京-包头,2018/5/1,CA1107,中国国际航空公司,北京首都机场,包头二里半机场,20:10,21:40,1小时30分钟,579,波音737(中),480,5.9折,无
北京-包头,北京-包头,2018/5/1,KN2905,中国联合航空公司,北京南苑机场,包头二里半机场,8:00,9:20,1小时20分钟,579,波音737(中),755,8.5折,无
北京-包头,北京-包头,2018/5/1,KN5986,中国联合航空公司,北京南苑机场,包头二里半机场,19:15,20:35,1小时20分钟,579,波音737(中),755,8.5折,无
北京-包头,北京-包头,2018/5/1,CA1121,中国国际航空公司,北京首都机场,包头二里半机场,9:55,11:30,1小时35分钟,579,波音738(中),800,全价经济舱,无
北京-赤峰,北京-赤峰,2018/5/1,KN2921,中国联合航空公司,北京南苑机场,赤峰玉龙机场,7:20,8:30,1小时10分钟,478,波音737(中),221,2.9折,无
北京-赤峰,北京-赤峰,2018/5/1,KN2931,中国联合航空公司,北京南苑机场,赤峰玉龙机场,15:05,16:15,1小时10分钟,478,波音737(中),353,4.7折,无
北京-赤峰,北京-赤峰,2018/5/1,CA1281,中国国际航空公司,北京首都机场,赤峰玉龙机场,20:30,22:00,1小时30分钟,478,波音737(中),530,9.1折,无
北京-通辽,北京-通辽,2018/5/1,KN2917,中国联合航空公司,北京南苑机场,通辽通辽机场,7:05,8:35,1小时30分钟,646,波音737(中),392,3.8折,无
北京-通辽,北京-通辽,2018/5/1,CA1123,中国国际航空公司,北京首都机场,通辽通辽机场,18:00,19:35,1小时35分钟,646,波音737(中),840,全价经济舱,无
北京-乌海,北京-乌海,2018/5/1,CA1113,中国国际航空公司,北京首都机场,乌海乌海机场,6:45,8:50,2小时5分钟,1111,波音737(中),720,6.1折,有
北京-乌海,北京-乌海,2018/5/1,HU7617,海南航空股份有限公司,北京首都机场,乌海乌海机场,17:55,20:00,2小时5分钟,1111,波音738(中),890,7.5折,无
北京-鄂尔多斯,北京-鄂尔多斯,2018/5/1,KN5970,中国联合航空公司,北京南苑机场,鄂尔多斯鄂尔多斯机场,21:50,23:25,1小时35分钟,700,波音737(中),401,3.8折,无
北京-鄂尔多斯,北京-鄂尔多斯,2018/5/1,KN5308,中国联合航空公司,北京南苑机场,鄂尔多斯鄂尔多斯机场,15:50,17:20,1小时30分钟,700,波音737(中),547,5.2折,无
北京-鄂尔多斯,北京-鄂尔多斯,2018/5/1,CA1149,中国国际航空公司,北京首都机场,鄂尔多斯鄂尔多斯机场,21:00,22:45,1小时45分钟,700,波音737(中),790,全价经济舱,无
北京-锡林浩特,北京-锡林浩特,2018/5/1,CA1109,中国国际航空公司,北京首都机场,锡林浩特锡林浩特机场,6:00,7:35,1小时35分钟,476,波音738(中),530,9.1折,无
北京-锡林浩特,北京-锡林浩特,2018/5/1,KN2965,中国联合航空公司,北京南苑机场,锡林浩特锡林浩特机场,19:30,20:55,1小时25分钟,476,波音737(中),694,9.3折,无
北京-乌兰浩特,北京-乌兰浩特,2018/5/1,CA1283,中国国际航空公司,北京首都机场,乌兰浩特乌兰浩特机场,7:05,9:05,2小时,957,波音737(中),390,3.8折,有
北京-乌兰浩特,北京-乌兰浩特,2018/5/1,KN2957,中国联合航空公司,北京南苑机场,乌兰浩特乌兰浩特机场,20:00,21:55,1小时55分钟,957,波音737(中),488,4.7折,无
北京-乌兰浩特,北京-乌兰浩特,2018/5/1,KN2975,中国联合航空公司,北京南苑机场,乌兰浩特乌兰浩特机场,10:00,12:00,2小时,957,波音737(中),584,5.6折,无
北京-二连浩特,北京-二连浩特,2018/5/1,JD5211,首都航空有限公司,北京首都机场,二连浩特赛乌苏机场,21:10,22:40,1小时30分钟,690,空客320(中),225,2.9折,无
北京-大连,北京-大连,2018/5/1,KN5515,中国联合航空公司,北京南苑机场,大连周水子机场,8:05,9:30,1小时25分钟,579,波音737(中),322,3.8折,无
北京-大连,北京-大连,2018/5/1,CZ6132,中国南方航空公司,北京首都机场,大连周水子机场,0:10,1:40,1小时30分钟,579,空客320(中),350,3.8折,无
北京-大连,北京-大连,2018/5/1,CA1607,中国国际航空公司,北京首都机场,大连周水子机场,6:45,8:15,1小时30分钟,579,波音737(中),370,4折,无
北京-大连,北京-大连,2018/5/1,CA8902,中国国际航空公司,北京首都机场,大连周水子机场,22:25,23:55,1小时30分钟,579,波音737(中),370,4折,无
北京-大连,北京-大连,2018/5/1,CZ6124,中国南方航空公司,北京首都机场,大连周水子机场,7:35,9:05,1小时30分钟,579,空客320(中),400,4.3折,有
北京-大连,北京-大连,2018/5/1,HU7103,海南航空股份有限公司,北京首都机场,大连周水子机场,23:20,0:50,1小时30分钟,579,波音738(中),460,5.9折,无
北京-大连,北京-大连,2018/5/1,CZ6126,中国南方航空公司,北京首都机场,大连周水子机场,10:15,11:45,1小时30分钟,579,空客321(中),500,5.4折,有
北京-大连,北京-大连,2018/5/1,CZ6128,中国南方航空公司,北京首都机场,大连周水子机场,23:10,0:35,1小时25分钟,579,空客321(中),500,5.4折,无
北京-大连,北京-大连,2018/5/1,CZ6130,中国南方航空公司,北京首都机场,大连周水子机场,12:35,14:05,1小时30分钟,579,空客321(中),600,6.5折,有
北京-大连,北京-大连,2018/5/1,MU2312,中国东方航空公司,北京首都机场,大连周水子机场,20:20,21:50,1小时30分钟,579,空客320(中),700,9.9折,无
北京-大连,北京-大连,2018/5/1,CZ6122,中国南方航空公司,北京首都机场,大连周水子机场,15:55,17:30,1小时35分钟,579,空客321(中),780,8.4折,有
北京-大连,北京-大连,2018/5/1,CZ6134,中国南方航空公司,北京首都机场,大连周水子机场,17:25,18:55,1小时30分钟,579,空客321(中),780,8.4折,有
北京-大连,北京-大连,2018/5/1,CA953,中国国际航空公司,北京首都机场,大连周水子机场,8:50,10:20,1小时30分钟,579,波音738(中),810,8.7折,无
北京-大连,北京-大连,2018/5/1,CA1605,中国国际航空公司,北京首都机场,大连周水子机场,10:20,11:55,1小时35分钟,579,波音737(中),810,8.7折,无
北京-大连,北京-大连,2018/5/1,CA8904,中国国际航空公司,北京首都机场,大连周水子机场,11:40,13:10,1小时30分钟,579,波音737(中),810,8.7折,无
北京-大连,北京-大连,2018/5/1,CA8908,中国国际航空公司,北京首都机场,大连周水子机场,21:35,23:10,1小时35分钟,579,波音737(中),810,8.7折,无
北京-大连,北京-大连,2018/5/1,CA8906,中国国际航空公司,北京首都机场,大连周水子机场,16:45,18:15,1小时30分钟,579,波音737(中),920,全价经济舱,无
北京-沈阳,北京-沈阳,2018/5/1,CZ6110,中国南方航空公司,北京首都机场,沈阳桃仙机场,22:20,23:55,1小时35分钟,649,空客320(中),300,2.5折,无
北京-沈阳,北京-沈阳,2018/5/1,CZ6102,中国南方航空公司,北京首都机场,沈阳桃仙机场,10:40,12:10,1小时30分钟,649,空客320(中),350,3折,有
北京-沈阳,北京-沈阳,2018/5/1,CA1651,中国国际航空公司,北京首都机场,沈阳桃仙机场,8:50,10:20,1小时30分钟,649,波音737(中),440,3.7折,无
北京-沈阳,北京-沈阳,2018/5/1,CA1657,中国国际航空公司,北京首都机场,沈阳桃仙机场,12:50,14:20,1小时30分钟,649,波音737(中),440,3.7折,无
北京-沈阳,北京-沈阳,2018/5/1,CA1625,中国国际航空公司,北京首都机场,沈阳桃仙机场,18:40,20:20,1小时40分钟,649,空客319(中),440,3.7折,无
北京-沈阳,北京-沈阳,2018/5/1,CA1601,中国国际航空公司,北京首都机场,沈阳桃仙机场,20:00,21:30,1小时30分钟,649,空客321(中),440,3.7折,无
北京-沈阳,北京-沈阳,2018/5/1,CZ6104,中国南方航空公司,北京首都机场,沈阳桃仙机场,12:55,14:25,1小时30分钟,649,空客321(中),470,4折,有
北京-沈阳,北京-沈阳,2018/5/1,CZ6106,中国南方航空公司,北京首都机场,沈阳桃仙机场,18:05,19:35,1小时30分钟,649,空客321(中),470,4折,有
北京-沈阳,北京-沈阳,2018/5/1,CA1635,中国国际航空公司,北京首都机场,沈阳桃仙机场,17:20,18:50,1小时30分钟,649,空客319(中),1170,全价经济舱,无
北京-长春,北京-长春,2018/5/1,CZ6168,中国南方航空公司,北京首都机场,长春龙嘉机场,22:25,0:25,2小时,965,空客321(中),220,1.6折,有
北京-长春,北京-长春,2018/5/1,CA1609,中国国际航空公司,北京首都机场,长春龙嘉机场,7:45,9:45,2小时,965,空客330(宽),410,3折,有
北京-长春,北京-长春,2018/5/1,CA1661,中国国际航空公司,北京首都机场,长春龙嘉机场,20:00,22:00,2小时,965,波音738(中),410,3折,无
北京-长春,北京-长春,2018/5/1,CZ6180,中国南方航空公司,北京首都机场,长春龙嘉机场,23:10,1:10,2小时,965,空客319(中),540,3.9折,有
北京-长春,北京-长春,2018/5/1,HU7765,海南航空股份有限公司,北京首都机场,长春龙嘉机场,8:10,10:00,1小时50分钟,965,波音738(中),570,4.1折,无
北京-长春,北京-长春,2018/5/1,CZ6144,中国南方航空公司,北京首都机场,长春龙嘉机场,10:25,12:35,2小时10分钟,965,空客320(中),590,4.3折,有
北京-长春,北京-长春,2018/5/1,CZ6146,中国南方航空公司,北京首都机场,长春龙嘉机场,11:30,13:30,2小时,965,空客320(中),590,4.3折,有
北京-长春,北京-长春,2018/5/1,CZ6150,中国南方航空公司,北京首都机场,长春龙嘉机场,18:40,20:40,2小时,965,空客321(中),590,4.3折,有
北京-长春,北京-长春,2018/5/1,CZ8245,中国南方航空公司,北京首都机场,长春龙嘉机场,19:20,21:20,2小时,965,空客320(中),590,4.3折,有
北京-长春,北京-长春,2018/5/1,CA1647,中国国际航空公司,北京首都机场,长春龙嘉机场,18:35,20:35,2小时,965,空客320(中),710,5.1折,有
北京-长春,北京-长春,2018/5/1,CA1649,中国国际航空公司,北京首都机场,长春龙嘉机场,12:40,14:50,2小时10分钟,965,波音737(中),800,5.8折,有
北京-长春,北京-长春,2018/5/1,CA1629,中国国际航空公司,北京首都机场,长春龙嘉机场,14:40,16:50,2小时10分钟,965,波音738(中),970,7折,无
北京-丹东,北京-丹东,2018/5/1,CA1631,中国国际航空公司,北京首都机场,丹东浪头机场,16:50,18:30,1小时40分钟,849,波音737(中),840,全价经济舱,有
北京-鞍山,北京-鞍山,2018/5/1,CZ6114,中国南方航空公司,北京首都机场,鞍山腾鳌机场,9:55,11:25,1小时30分钟,651,空客320(中),430,6.1折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6657,中国南方航空公司,北京首都机场,哈尔滨太平机场,7:20,9:20,2小时,1095,空客320(中),460,3.9折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6202,中国南方航空公司,北京首都机场,哈尔滨太平机场,22:15,0:20,2小时5分钟,1095,空客31G(中),460,3.9折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1621,中国国际航空公司,北京首都机场,哈尔滨太平机场,6:50,8:45,1小时55分钟,1095,空客320(中),468,4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,HU7129,海南航空股份有限公司,北京首都机场,哈尔滨太平机场,7:40,9:30,1小时50分钟,1095,波音738(中),485,4.1折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,KN5505,中国联合航空公司,北京南苑机场,哈尔滨太平机场,18:00,20:00,2小时,1095,波音737(中),560,4.7折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,MU2467,中国东方航空公司,北京首都机场,哈尔滨太平机场,8:10,10:10,2小时,1095,波音737(中),580,4.9折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1689,中国国际航空公司,北京首都机场,哈尔滨太平机场,7:40,9:40,2小时,1095,波音737(中),600,5.1折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6204,中国南方航空公司,北京首都机场,哈尔滨太平机场,8:45,10:55,2小时10分钟,1095,空客320(中),640,5.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CN7139,大新华航空公司,北京首都机场,哈尔滨太平机场,18:05,20:05,2小时,1095,波音738(中),640,5.4折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,CN7149,大新华航空公司,北京首都机场,哈尔滨太平机场,19:05,21:05,2小时,1095,波音738(中),640,5.4折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,MU5197,中国东方航空公司,北京首都机场,哈尔滨太平机场,19:25,21:25,2小时,1095,空客320(中),640,5.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6116,中国南方航空公司,北京首都机场,哈尔滨太平机场,22:05,23:55,1小时50分钟,1095,空客320(中),640,5.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1643,中国国际航空公司,北京首都机场,哈尔滨太平机场,8:45,10:45,2小时,1095,空客321(中),710,6折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1639,中国国际航空公司,北京首都机场,哈尔滨太平机场,20:10,22:10,2小时,1095,波音737(中),710,6折,无
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6268,中国南方航空公司,北京首都机场,哈尔滨太平机场,10:45,12:45,2小时,1095,空客31G(中),760,6.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6220,中国南方航空公司,北京首都机场,哈尔滨太平机场,11:40,13:40,2小时,1095,空客321(中),760,6.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,MU2717,中国东方航空公司,北京首都机场,哈尔滨太平机场,14:05,16:15,2小时10分钟,1095,空客320(中),760,6.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CZ6218,中国南方航空公司,北京首都机场,哈尔滨太平机场,17:50,19:55,2小时5分钟,1095,空客321(中),760,6.4折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1623,中国国际航空公司,北京首都机场,哈尔滨太平机场,12:40,14:45,2小时5分钟,1095,波音737(中),810,6.9折,有
北京-哈尔滨,北京-哈尔滨,2018/5/1,CA1611,中国国际航空公司,北京首都机场,哈尔滨太平机场,16:55,19:05,2小时10分钟,1095,波音737(中),810,6.9折,有
北京-牡丹江,北京-牡丹江,2018/5/1,CA1681,中国国际航空公司,北京首都机场,牡丹江海浪机场,18:10,20:30,2小时20分钟,1439,波音737(中),1070,7.2折,有
北京-佳木斯,北京-佳木斯,2018/5/1,HU7621,海南航空股份有限公司,北京首都机场,佳木斯东郊机场,20:15,22:30,2小时15分钟,1395,波音738(中),690,4.8折,无
北京-佳木斯,北京-佳木斯,2018/5/1,CA1691,中国国际航空公司,北京首都机场,佳木斯东郊机场,6:25,8:50,2小时25分钟,1395,波音737(中),860,6折,有
北京-佳木斯,北京-佳木斯,2018/5/1,CA1693,中国国际航空公司,北京首都机场,佳木斯东郊机场,19:00,21:25,2小时25分钟,1395,波音738(中),860,6折,有
北京-佳木斯,北京-佳木斯,2018/5/1,CA1697,中国国际航空公司,北京首都机场,佳木斯东郊机场,18:10,20:35,2小时25分钟,1395,波音737(中),990,6.9折,有
北京-齐齐哈尔,北京-齐齐哈尔,2018/5/1,CA1659,中国国际航空公司,北京首都机场,齐齐哈尔三家子机场,7:45,9:50,2小时5分钟,1265,波音737(中),1320,全价经济舱,有
北京-伊春,北京-伊春,2018/5/1,KN5519,中国联合航空公司,北京南苑机场,伊春林都机场,8:20,10:45,2小时25分钟,1407,波音737(中),628,4.4折,无
北京-大庆,北京-大庆,2018/5/1,CZ6214,中国南方航空公司,北京首都机场,大庆萨尔图机场,10:45,12:55,2小时10分钟,1100,空客A320(中),760,6.4折,有
北京-大庆,北京-大庆,2018/5/1,CA1685,中国国际航空公司,北京首都机场,大庆萨尔图机场,6:15,8:25,2小时10分钟,1100,波音738(中),810,6.9折,有
北京-大庆,北京-大庆,2018/5/1,CA1695,中国国际航空公司,北京首都机场,大庆萨尔图机场,13:10,15:20,2小时10分钟,1100,波音737(中),1030,8.7折,有
北京-大庆,北京-大庆,2018/5/1,CA1683,中国国际航空公司,北京首都机场,大庆萨尔图机场,18:10,20:20,2小时10分钟,1100,波音737(中),1030,8.7折,有
北京-南京,北京-南京,2018/5/1,MU2852,中国东方航空公司,北京首都机场,南京禄口机场,23:05,1:20,2小时15分钟,981,空客320(中),450,2.4折,有
北京-南京,北京-南京,2018/5/1,MU2862,中国东方航空公司,北京首都机场,南京禄口机场,8:15,10:15,2小时,981,空客320(中),590,3.2折,有
北京-南京,北京-南京,2018/5/1,MU2802,中国东方航空公司,北京首都机场,南京禄口机场,10:50,12:50,2小时,981,空客320(中),700,3.8折,有
北京-南京,北京-南京,2018/5/1,MU2812,中国东方航空公司,北京首都机场,南京禄口机场,11:25,13:30,2小时5分钟,981,空客320(中),700,3.8折,有
北京-南京,北京-南京,2018/5/1,MU2832,中国东方航空公司,北京首都机场,南京禄口机场,18:55,20:50,1小时55分钟,981,空客320(中),700,3.8折,有
北京-南京,北京-南京,2018/5/1,MU2822,中国东方航空公司,北京首都机场,南京禄口机场,16:05,18:05,2小时,981,空客321(中),850,4.6折,有
北京-南京,北京-南京,2018/5/1,CA1817,中国国际航空公司,北京首都机场,南京禄口机场,8:50,10:55,2小时5分钟,981,空客321(中),1600,8.6折,有
北京-南京,北京-南京,2018/5/1,CA1847,中国国际航空公司,北京首都机场,南京禄口机场,10:55,12:55,2小时,981,波音737(中),1600,8.6折,有
北京-南京,北京-南京,2018/5/1,CA1503,中国国际航空公司,北京首都机场,南京禄口机场,17:40,19:45,2小时5分钟,981,空客321(中),1600,8.6折,有
北京-南京,北京-南京,2018/5/1,CA1819,中国国际航空公司,北京首都机场,南京禄口机场,20:15,22:20,2小时5分钟,981,波音738(中),1600,8.6折,无
北京-南京,北京-南京,2018/5/1,CA1561,中国国际航空公司,北京首都机场,南京禄口机场,14:10,16:15,2小时5分钟,981,波音737(中),1830,全价经济舱,有
北京-无锡,北京-无锡,2018/5/1,ZH9157,中国深圳航空公司,北京首都机场,无锡苏南硕放机场,23:25,1:30,2小时5分钟,1120,波音737(中),720,3.8折,无
北京-无锡,北京-无锡,2018/5/1,MU2732,中国东方航空公司,北京首都机场,无锡苏南硕放机场,10:25,12:45,2小时20分钟,1120,空客320(中),1040,5.4折,有
北京-无锡,北京-无锡,2018/5/1,MU2950,中国东方航空公司,北京首都机场,无锡苏南硕放机场,19:35,21:50,2小时15分钟,1120,空客320(中),1040,5.4折,有
北京-常州,北京-常州,2018/5/1,MU2762,中国东方航空公司,北京首都机场,常州奔牛机场,21:15,23:30,2小时15分钟,1016,空客320(中),490,2.8折,有
北京-常州,北京-常州,2018/5/1,CA1825,中国国际航空公司,北京首都机场,常州奔牛机场,17:25,19:35,2小时10分钟,1016,波音737(中),740,4.2折,有
北京-南通,北京-南通,2018/5/1,CA1513,中国国际航空公司,北京首都机场,南通兴东机场,15:15,17:25,2小时10分钟,1080,波音737(中),1130,全价经济舱,有
北京-扬州,北京-扬州,2018/5/1,CA1841,中国国际航空公司,北京首都机场,扬州扬州泰州机场,7:50,9:50,2小时,1200,波音738(中),1110,8.9折,有
北京-连云港,北京-连云港,2018/5/1,KN5905,中国联合航空公司,北京南苑机场,连云港白塔埠机场,7:55,9:20,1小时25分钟,705,波音737(中),402,3.8折,无
北京-连云港,北京-连云港,2018/5/1,MU5165,中国东方航空公司,北京首都机场,连云港白塔埠机场,20:05,21:50,1小时45分钟,705,空客320(中),580,7.3折,无
北京-盐城,北京-盐城,2018/5/1,CA1591,中国国际航空公司,北京首都机场,盐城南洋机场,11:40,13:35,1小时55分钟,900,波音737(中),860,8.8折,有
北京-盐城,北京-盐城,2018/5/1,KN5915,中国联合航空公司,北京南苑机场,盐城南洋机场,18:10,20:10,2小时,900,波音737(中),904,全价经济舱,无
北京-淮安,北京-淮安,2018/5/1,MU5636,中国东方航空公司,北京首都机场,淮安涟水机场,6:55,8:40,1小时45分钟,836,空客320(中),410,4.8折,有
北京-杭州,北京-杭州,2018/5/1,JD5351,首都航空有限公司,北京首都机场,杭州萧山机场,6:55,9:05,2小时10分钟,1200,空客330(宽),545,2.5折,有
北京-杭州,北京-杭州,2018/5/1,GJ8888,浙江长龙航空有限公司,北京首都机场,杭州萧山机场,8:20,10:35,2小时15分钟,1200,空客320(中),762,3.8折,有
北京-杭州,北京-杭州,2018/5/1,HU7677,海南航空股份有限公司,北京首都机场,杭州萧山机场,22:25,0:45,2小时20分钟,1200,波音738(中),830,4.2折,无
北京-杭州,北京-杭州,2018/5/1,MF8150,中国厦门航空公司,北京首都机场,杭州萧山机场,22:10,0:20,2小时10分钟,1200,波音738(中),867,4.3折,有
北京-杭州,北京-杭州,2018/5/1,HU7277,海南航空股份有限公司,北京首都机场,杭州萧山机场,7:45,10:05,2小时20分钟,1200,波音738(中),950,4.8折,有
北京-杭州,北京-杭州,2018/5/1,HU7177,海南航空股份有限公司,北京首都机场,杭州萧山机场,17:35,19:45,2小时10分钟,1200,空客330(宽),1070,5.3折,有
北京-杭州,北京-杭州,2018/5/1,MU5147,中国东方航空公司,北京首都机场,杭州萧山机场,12:30,14:55,2小时25分钟,1200,空客320(中),1740,7.9折,有
北京-杭州,北京-杭州,2018/5/1,CA1565,中国国际航空公司,北京首都机场,杭州萧山机场,6:40,8:55,2小时15分钟,1200,波音737(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1509,中国国际航空公司,北京首都机场,杭州萧山机场,7:30,9:40,2小时10分钟,1200,空客330(宽),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1704,中国国际航空公司,北京首都机场,杭州萧山机场,11:45,13:50,2小时5分钟,1200,空客321(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1712,中国国际航空公司,北京首都机场,杭州萧山机场,12:45,14:55,2小时10分钟,1200,空客330(宽),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1706,中国国际航空公司,北京首都机场,杭州萧山机场,19:00,21:15,2小时15分钟,1200,空客321(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1710,中国国际航空公司,北京首都机场,杭州萧山机场,19:45,22:00,2小时15分钟,1200,空客330(宽),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1714,中国国际航空公司,北京首都机场,杭州萧山机场,21:20,23:30,2小时10分钟,1200,空客321(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1708,中国国际航空公司,北京首都机场,杭州萧山机场,22:00,0:15,2小时15分钟,1200,空客320(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,CA1740,中国国际航空公司,北京首都机场,杭州萧山机场,23:40,1:55,2小时15分钟,1200,空客321(中),1930,8.8折,有
北京-杭州,北京-杭州,2018/5/1,MU5132,中国东方航空公司,北京首都机场,杭州萧山机场,10:45,12:55,2小时10分钟,1200,空客320(中),2130,9.7折,有
北京-杭州,北京-杭州,2018/5/1,CA1595,中国国际航空公司,北京首都机场,杭州萧山机场,8:35,10:55,2小时20分钟,1200,空客321(中),2180,全价经济舱,有
北京-杭州,北京-杭州,2018/5/1,CA1702,中国国际航空公司,北京首都机场,杭州萧山机场,11:00,13:15,2小时15分钟,1200,空客321(中),2180,全价经济舱,有
北京-杭州,北京-杭州,2018/5/1,CA1716,中国国际航空公司,北京首都机场,杭州萧山机场,14:35,16:50,2小时15分钟,1200,空客330(宽),2180,全价经济舱,有
北京-杭州,北京-杭州,2018/5/1,CA1563,中国国际航空公司,北京首都机场,杭州萧山机场,16:10,18:25,2小时15分钟,1200,空客321(中),2180,全价经济舱,有
