depcity,descity,date,no,company,dep,des,start,end,time,dis,plane,price,discount,meal
天津-昆明,天津-昆明,2018/5/1,MU5748,中国东方航空公司,天津滨海机场,昆明长水机场,14:05,18:00,3小时55分钟,2210,波音737(中),1350,商务舱,有
天津-西安,天津-西安,2018/5/1,CA1251,中国国际航空公司,天津滨海机场,西安咸阳机场,17:35,19:35,2小时,993,波音737(中),560,4.7折,有
天津-西安,天津-西安,2018/5/1,MF8239,中国厦门航空公司,天津滨海机场,西安咸阳机场,18:40,20:35,1小时55分钟,993,波音738(中),639,5.9折,有
天津-西安,天津-西安,2018/5/1,BK2884,中国奥凯航空公司,天津滨海机场,西安咸阳机场,22:35,0:40,2小时5分钟,993,波音738(中),717,5.1折,无
天津-西安,天津-西安,2018/5/1,GS7929,天津航空有限责任公司,天津滨海机场,西安咸阳机场,7:30,9:25,1小时55分钟,993,空客320(中),870,6.7折,有
天津-西安,天津-西安,2018/5/1,GS7582,天津航空有限责任公司,天津滨海机场,西安咸阳机场,21:25,23:25,2小时,993,ERJ190(中),870,6.7折,无
天津-西安,天津-西安,2018/5/1,GS7901,天津航空有限责任公司,天津滨海机场,西安咸阳机场,13:35,15:30,1小时55分钟,993,空客320(中),970,7.5折,无
天津-西安,天津-西安,2018/5/1,GS7584,天津航空有限责任公司,天津滨海机场,西安咸阳机场,15:45,17:35,1小时50分钟,993,空客320(中),970,7.5折,无
天津-西安,天津-西安,2018/5/1,GS7849,天津航空有限责任公司,天津滨海机场,西安咸阳机场,18:00,20:10,2小时10分钟,993,ERJ190(中),970,7.5折,有
天津-兰州,天津-兰州,2018/5/1,3U8567,中国四川航空公司,天津滨海机场,兰州中川机场,10:45,13:20,2小时35分钟,1350,空客321(中),808,,有
天津-天水,天津-天水,2018/5/1,G52905,中国华夏航空公司,天津滨海机场,天水天水机场,7:35,10:00,2小时25分钟,1239,庞巴迪CRJ900(小),1238,全价经济舱,无
天津-西宁,天津-西宁,2018/5/1,BK2965,中国奥凯航空公司,天津滨海机场,西宁曹家堡机场,11:35,14:30,2小时55分钟,1472,波音738(中),651,3.7折,有
天津-西宁,天津-西宁,2018/5/1,CA8277,中国国际航空公司,天津滨海机场,西宁曹家堡机场,15:50,18:30,2小时40分钟,1472,波音737(中),1210,6.8折,有
天津-银川,天津-银川,2018/5/1,CA8291,中国国际航空公司,天津滨海机场,银川河东机场,8:50,11:05,2小时15分钟,1159,波音737(中),720,5.9折,有
天津-银川,天津-银川,2018/5/1,MF8203,中国厦门航空公司,天津滨海机场,银川河东机场,13:00,15:10,2小时10分钟,1159,波音738(中),749,6.1折,有
天津-固原,天津-固原,2018/5/1,G52669,中国华夏航空公司,天津滨海机场,固原六盘山机场,14:00,15:55,1小时55分钟,1341,庞巴迪CRJ900(小),1341,超级经济舱,无
天津-乌鲁木齐,天津-乌鲁木齐,2018/5/1,CZ6894,中国南方航空公司,天津滨海机场,乌鲁木齐地窝堡机场,8:45,13:00,4小时15分钟,3022,波音737(中),1110,4折,有
天津-乌鲁木齐,天津-乌鲁木齐,2018/5/1,GS7839,天津航空有限责任公司,天津滨海机场,乌鲁木齐地窝堡机场,8:00,12:10,4小时10分钟,3022,空客320(中),1160,4.2折,有
天津-乌鲁木齐,天津-乌鲁木齐,2018/5/1,GS7578,天津航空有限责任公司,天津滨海机场,乌鲁木齐地窝堡机场,20:00,0:10,4小时10分钟,3022,空客320(中),1160,5.7折,有
石家庄-天津,石家庄-天津,2018/5/1,JR1602,幸福航空有限责任公司,石家庄正定机场,天津滨海机场,14:45,15:55,1小时10分钟,384,新舟60(小),172,2.2折,无
石家庄-秦皇岛,石家庄-秦皇岛,2018/5/1,NS3291,河北航空有限公司,石家庄正定机场,秦皇岛北戴河机场,7:40,8:55,1小时15分钟,520,ERJ190(中),252,2.3折,有
石家庄-张家口,石家庄-张家口,2018/5/1,GT1027,桂林航空有限公司,石家庄正定机场,张家口张家口机场,15:50,17:00,1小时10分钟,428,空客319(中),205,1.9折,无
石家庄-张家口,石家庄-张家口,2018/5/1,HU7535,海南航空股份有限公司,石家庄正定机场,张家口张家口机场,13:55,14:55,1小时,428,波音738(中),220,2折,无
石家庄-张家口,石家庄-张家口,2018/5/1,9C8783,中国春秋航空公司,石家庄正定机场,张家口张家口机场,14:10,15:20,1小时10分钟,428,空客320(中),290,2.7折,无
石家庄-张家口,石家庄-张家口,2018/5/1,NS3201,河北航空有限公司,石家庄正定机场,张家口张家口机场,7:30,8:30,1小时,428,ERJ190(中),301,2.8折,有
石家庄-张家口,石家庄-张家口,2018/5/1,NS3262,河北航空有限公司,石家庄正定机场,张家口张家口机场,18:50,19:50,1小时,428,ERJ190(中),301,2.8折,有
石家庄-呼和浩特,石家庄-呼和浩特,2018/5/1,JD5275,首都航空有限公司,石家庄正定机场,呼和浩特白塔机场,16:10,17:20,1小时10分钟,404,空客320(中),310,3.4折,无
石家庄-呼和浩特,石家庄-呼和浩特,2018/5/1,NS3237,河北航空有限公司,石家庄正定机场,呼和浩特白塔机场,7:30,8:55,1小时25分钟,404,ERJ190(中),333,3.6折,有
石家庄-呼和浩特,石家庄-呼和浩特,2018/5/1,MU2747,中国东方航空公司,石家庄正定机场,呼和浩特白塔机场,17:10,18:25,1小时15分钟,404,空客319(中),560,6.1折,有
石家庄-包头,石家庄-包头,2018/5/1,HU7421,海南航空股份有限公司,石家庄正定机场,包头二里半机场,17:15,18:45,1小时30分钟,621,波音738(中),430,5.9折,无
石家庄-鄂尔多斯,石家庄-鄂尔多斯,2018/5/1,KN2307,中国联合航空公司,石家庄正定机场,鄂尔多斯鄂尔多斯机场,14:40,16:00,1小时20分钟,505,波音737(中),309,5.2折,无
石家庄-大连,石家庄-大连,2018/5/1,KN2301,中国联合航空公司,石家庄正定机场,大连周水子机场,18:55,20:30,1小时35分钟,780,波音737(中),242,2.8折,无
石家庄-大连,石家庄-大连,2018/5/1,CA8924,中国国际航空公司,石家庄正定机场,大连周水子机场,20:25,21:55,1小时30分钟,780,波音737(中),370,4.2折,无
石家庄-大连,石家庄-大连,2018/5/1,9C8873,中国春秋航空公司,石家庄正定机场,大连周水子机场,17:05,18:30,1小时25分钟,780,空客320(中),390,4.4折,无
石家庄-大连,石家庄-大连,2018/5/1,MU2844,中国东方航空公司,石家庄正定机场,大连周水子机场,15:55,17:35,1小时40分钟,780,空客320(中),440,5折,有
石家庄-沈阳,石家庄-沈阳,2018/5/1,3U8253,中国四川航空公司,石家庄正定机场,沈阳桃仙机场,17:30,19:15,1小时45分钟,974,空客321(中),470,4.7折,有
石家庄-沈阳,石家庄-沈阳,2018/5/1,JD5221,首都航空有限公司,石家庄正定机场,沈阳桃仙机场,18:15,19:50,1小时35分钟,974,空客319(中),510,4.2折,有
石家庄-长春,石家庄-长春,2018/5/1,EU2257,成都航空有限公司,石家庄正定机场,长春龙嘉机场,16:10,18:05,1小时55分钟,1324,空客319(中),379,2.8折,无
石家庄-长春,石家庄-长春,2018/5/1,KY8297,昆明航空有限公司,石家庄正定机场,长春龙嘉机场,13:40,15:50,2小时10分钟,1324,波音738(中),470,3.5折,无
石家庄-长春,石家庄-长春,2018/5/1,9C8661,中国春秋航空公司,石家庄正定机场,长春龙嘉机场,17:05,19:15,2小时10分钟,1324,空客320(中),480,3.5折,无
石家庄-长春,石家庄-长春,2018/5/1,HU7431,海南航空股份有限公司,石家庄正定机场,长春龙嘉机场,15:55,18:05,2小时10分钟,1324,波音738(中),530,3.9折,有
石家庄-长春,石家庄-长春,2018/5/1,JD5303,首都航空有限公司,石家庄正定机场,长春龙嘉机场,10:05,12:05,2小时,1324,空客320(中),815,6折,有
石家庄-哈尔滨,石家庄-哈尔滨,2018/5/1,9C8673,中国春秋航空公司,石家庄正定机场,哈尔滨太平机场,18:50,21:05,2小时15分钟,1464,空客320(中),600,4折,无
石家庄-哈尔滨,石家庄-哈尔滨,2018/5/1,8L9655,云南祥鹏航空公司,石家庄正定机场,哈尔滨太平机场,10:40,12:35,1小时55分钟,1464,波音737(中),605,4.1折,无
石家庄-哈尔滨,石家庄-哈尔滨,2018/5/1,JD5531,首都航空有限公司,石家庄正定机场,哈尔滨太平机场,12:55,15:05,2小时10分钟,1464,空客321(中),625,4.2折,有
石家庄-哈尔滨,石家庄-哈尔滨,2018/5/1,HU7301,海南航空股份有限公司,石家庄正定机场,哈尔滨太平机场,14:05,16:10,2小时5分钟,1464,波音738(中),710,4.8折,无
石家庄-哈尔滨,石家庄-哈尔滨,2018/5/1,CZ6278,中国南方航空公司,石家庄正定机场,哈尔滨太平机场,18:40,20:45,2小时5分钟,1464,空客320(中),1490,明珠经济舱,有
石家庄-南京,石家庄-南京,2018/5/1,NS3243,河北航空有限公司,石家庄正定机场,南京禄口机场,8:05,9:45,1小时40分钟,857,波音737(中),471,5折,有
石家庄-南京,石家庄-南京,2018/5/1,NS3225,河北航空有限公司,石家庄正定机场,南京禄口机场,14:15,16:05,1小时50分钟,857,波音738(中),471,5折,有
石家庄-南京,石家庄-南京,2018/5/1,JD5276,首都航空有限公司,石家庄正定机场,南京禄口机场,20:05,21:40,1小时35分钟,857,空客320(中),505,5.3折,无
石家庄-南京,石家庄-南京,2018/5/1,MU2748,中国东方航空公司,石家庄正定机场,南京禄口机场,21:10,23:00,1小时50分钟,857,空客319(中),580,6.1折,有
石家庄-连云港,石家庄-连云港,2018/5/1,NS3239,河北航空有限公司,石家庄正定机场,连云港白塔埠机场,7:40,8:45,1小时5分钟,718,波音738(中),282,3.5折,有
石家庄-盐城,石家庄-盐城,2018/5/1,9C8785,中国春秋航空公司,石家庄正定机场,盐城南洋机场,8:10,9:50,1小时40分钟,830,空客320(中),250,,无
石家庄-杭州,石家庄-杭州,2018/5/1,NS3527,河北航空有限公司,石家庄正定机场,杭州萧山机场,7:30,9:20,1小时50分钟,1076,波音738(中),462,4.1折,有
石家庄-杭州,石家庄-杭州,2018/5/1,9C8555,中国春秋航空公司,石家庄正定机场,杭州萧山机场,7:40,9:40,2小时,1076,空客320(中),470,4.1折,无
石家庄-杭州,石家庄-杭州,2018/5/1,HU7422,海南航空股份有限公司,石家庄正定机场,杭州萧山机场,21:35,23:35,2小时,1076,波音738(中),470,4.1折,无
石家庄-杭州,石家庄-杭州,2018/5/1,JD5384,首都航空有限公司,石家庄正定机场,杭州萧山机场,19:35,21:25,1小时50分钟,1076,空客320(中),675,5.9折,无
石家庄-杭州,石家庄-杭州,2018/5/1,NS3215,河北航空有限公司,石家庄正定机场,杭州萧山机场,9:00,11:15,2小时15分钟,1076,ERJ190(中),800,7折,有
石家庄-杭州,石家庄-杭州,2018/5/1,NS3305,河北航空有限公司,石家庄正定机场,杭州萧山机场,13:40,15:40,2小时,1076,ERJ190(中),910,8折,有
石家庄-温州,石家庄-温州,2018/5/1,NS3205,河北航空有限公司,石家庄正定机场,温州龙湾国际机场,7:25,9:55,2小时30分钟,1310,ERJ190(中),551,4.1折,有
石家庄-宁波,石家庄-宁波,2018/5/1,9C8681,中国春秋航空公司,石家庄正定机场,宁波栎社机场,16:15,18:25,2小时10分钟,1252,空客320(中),530,4折,无
石家庄-宁波,石家庄-宁波,2018/5/1,NS3233,河北航空有限公司,石家庄正定机场,宁波栎社机场,7:10,9:20,2小时10分钟,1252,波音738(中),543,4.1折,有
石家庄-合肥,石家庄-合肥,2018/5/1,PN6226,西部航空公司,石家庄正定机场,合肥新桥机场,10:50,12:35,1小时45分钟,891,空客320(中),210,2折,无
石家庄-厦门,石家庄-厦门,2018/5/1,NS3247,河北航空有限公司,石家庄正定机场,厦门高崎机场,21:40,0:20,2小时40分钟,1786,波音738(中),500,2.8折,有
石家庄-厦门,石家庄-厦门,2018/5/1,NS3263,河北航空有限公司,石家庄正定机场,厦门高崎机场,7:55,10:25,2小时30分钟,1786,波音738(中),501,2.8折,有
石家庄-厦门,石家庄-厦门,2018/5/1,9C8975,中国春秋航空公司,石家庄正定机场,厦门高崎机场,7:00,9:40,2小时40分钟,1786,空客320(中),520,3折,无
石家庄-厦门,石家庄-厦门,2018/5/1,NS3261,河北航空有限公司,石家庄正定机场,厦门高崎机场,11:05,13:55,2小时50分钟,1786,ERJ190(中),731,4.2折,有
石家庄-泉州,石家庄-泉州,2018/5/1,HU7076,海南航空股份有限公司,石家庄正定机场,泉州泉州机场,13:35,16:05,2小时30分钟,1630,波音738(中),565,3.4折,无
石家庄-南昌,石家庄-南昌,2018/5/1,NS3319,河北航空有限公司,石家庄正定机场,南昌昌北机场,9:30,11:35,2小时5分钟,1145,波音737(中),491,4.1折,有
石家庄-烟台,石家庄-烟台,2018/5/1,SC4903,中国山东航空公司,石家庄正定机场,烟台蓬莱国际机场,14:55,16:20,1小时25分钟,746,波音738(中),408,5.5折,无
石家庄-长沙,石家庄-长沙,2018/5/1,NS3321,河北航空有限公司,石家庄正定机场,长沙黄花机场,9:20,11:25,2小时5分钟,1249,波音738(中),512,4.1折,有
石家庄-张家界,石家庄-张家界,2018/5/1,CZ6277,中国南方航空公司,石家庄正定机场,张家界荷花机场,12:05,14:50,2小时45分钟,1301,空客320(中),550,4.6折,有
石家庄-广州,石家庄-广州,2018/5/1,CZ3132,中国南方航空公司,石家庄正定机场,广州白云机场,20:45,23:45,3小时,1822,波音737(中),720,4折,有
石家庄-广州,石家庄-广州,2018/5/1,NS3203,河北航空有限公司,石家庄正定机场,广州白云机场,8:10,11:10,3小时,1822,波音738(中),861,4.8折,有
石家庄-广州,石家庄-广州,2018/5/1,9C8899,中国春秋航空公司,石家庄正定机场,广州白云机场,13:45,16:45,3小时,1822,空客320(中),890,5折,无
石家庄-广州,石家庄-广州,2018/5/1,HU7536,海南航空股份有限公司,石家庄正定机场,广州白云机场,18:00,21:00,3小时,1822,波音738(中),970,5.4折,有
石家庄-深圳,石家庄-深圳,2018/5/1,9C8905,中国春秋航空公司,石家庄正定机场,深圳宝安机场,21:35,0:30,2小时55分钟,1773,空客320(中),870,5折,无
石家庄-深圳,石家庄-深圳,2018/5/1,NS3267,河北航空有限公司,石家庄正定机场,深圳宝安机场,7:45,10:45,3小时,1773,波音738(中),1012,5.8折,有
石家庄-深圳,石家庄-深圳,2018/5/1,KN2371,中国联合航空公司,石家庄正定机场,深圳宝安机场,15:30,18:45,3小时15分钟,1773,波音737(中),1247,7.1折,无
石家庄-深圳,石家庄-深圳,2018/5/1,ZH9138,中国深圳航空公司,石家庄正定机场,深圳宝安机场,12:00,15:05,3小时5分钟,1773,波音737(中),1386,7.9折,有
石家庄-珠海,石家庄-珠海,2018/5/1,KN2385,中国联合航空公司,石家庄正定机场,珠海金湾机场,9:30,12:25,2小时55分钟,2054,波音737(中),580,2.9折,无
石家庄-桂林,石家庄-桂林,2018/5/1,9C8731,中国春秋航空公司,石家庄正定机场,桂林两江机场,9:45,12:30,2小时45分钟,1663,空客320(中),580,3.5折,无
石家庄-桂林,石家庄-桂林,2018/5/1,NS3301,河北航空有限公司,石家庄正定机场,桂林两江机场,13:55,16:30,2小时35分钟,1663,波音738(中),620,3.8折,有
石家庄-桂林,石家庄-桂林,2018/5/1,GT1028,桂林航空有限公司,石家庄正定机场,桂林两江机场,19:50,22:30,2小时40分钟,1663,空客319(中),775,4.7折,无
石家庄-三亚,石家庄-三亚,2018/5/1,JD5232,首都航空有限公司,石家庄正定机场,三亚凤凰机场,20:30,0:15,3小时45分钟,2550,其他机型,570,2.4折,无
石家庄-三亚,石家庄-三亚,2018/5/1,JD5532,首都航空有限公司,石家庄正定机场,三亚凤凰机场,21:15,1:00,3小时45分钟,2550,空客321(中),570,2.4折,无
石家庄-三亚,石家庄-三亚,2018/5/1,HU7736,海南航空股份有限公司,石家庄正定机场,三亚凤凰机场,13:30,17:10,3小时40分钟,2550,波音738(中),715,3折,有
石家庄-海口,石家庄-海口,2018/5/1,HU7302,海南航空股份有限公司,石家庄正定机场,海口美兰机场,20:15,23:30,3小时15分钟,2349,波音738(中),445,2折,有
石家庄-海口,石家庄-海口,2018/5/1,JD5222,首都航空有限公司,石家庄正定机场,海口美兰机场,9:50,13:25,3小时35分钟,2349,空客319(中),560,2.5折,有
石家庄-重庆,石家庄-重庆,2018/5/1,PN6350,西部航空公司,石家庄正定机场,重庆江北机场,20:20,22:40,2小时20分钟,1258,空客320(中),640,4.9折,无
石家庄-重庆,石家庄-重庆,2018/5/1,9C8993,中国春秋航空公司,石家庄正定机场,重庆江北机场,19:30,22:00,2小时30分钟,1258,空客320(中),730,5.6折,无
石家庄-重庆,石家庄-重庆,2018/5/1,NS3221,河北航空有限公司,石家庄正定机场,重庆江北机场,7:35,10:00,2小时25分钟,1258,波音738(中),800,6.1折,有
石家庄-重庆,石家庄-重庆,2018/5/1,NS3241,河北航空有限公司,石家庄正定机场,重庆江北机场,14:00,16:20,2小时20分钟,1258,波音738(中),930,7.1折,有
石家庄-成都,石家庄-成都,2018/5/1,9C8985,中国春秋航空公司,石家庄正定机场,成都双流机场,7:15,9:45,2小时30分钟,1357,空客320(中),700,5折,无
石家庄-成都,石家庄-成都,2018/5/1,3U8254,中国四川航空公司,石家庄正定机场,成都双流机场,22:35,1:10,2小时35分钟,1357,空客321(中),777,5.6折,无
石家庄-成都,石家庄-成都,2018/5/1,EU2258,成都航空有限公司,石家庄正定机场,成都双流机场,21:55,0:35,2小时40分钟,1357,空客319(中),790,5.7折,无
石家庄-成都,石家庄-成都,2018/5/1,3U8670,中国四川航空公司,石家庄正定机场,成都双流机场,13:30,16:10,2小时40分钟,1357,空客320(中),906,6.5折,无
石家庄-成都,石家庄-成都,2018/5/1,NS3209,河北航空有限公司,石家庄正定机场,成都双流机场,16:20,19:00,2小时40分钟,1357,波音738(中),930,6.7折,有
石家庄-绵阳,石家庄-绵阳,2018/5/1,9C8603,中国春秋航空公司,石家庄正定机场,绵阳南郊机场,8:40,11:00,2小时20分钟,1280,空客320(中),540,4.1折,无
石家庄-绵阳,石家庄-绵阳,2018/5/1,9C8547,中国春秋航空公司,石家庄正定机场,绵阳南郊机场,17:05,19:20,2小时15分钟,1280,空客320(中),540,4.1折,无
石家庄-绵阳,石家庄-绵阳,2018/5/1,NS3257,河北航空有限公司,石家庄正定机场,绵阳南郊机场,18:15,20:35,2小时20分钟,1280,波音737(中),651,4.9折,有
石家庄-贵阳,石家庄-贵阳,2018/5/1,9C8717,中国春秋航空公司,石家庄正定机场,贵阳龙洞堡机场,18:40,21:20,2小时40分钟,1628,空客320(中),810,5折,无
石家庄-贵阳,石家庄-贵阳,2018/5/1,GY7166,多彩贵州航空有限公司,石家庄正定机场,贵阳龙洞堡机场,11:20,13:55,2小时35分钟,1628,ERJ190(中),910,5.6折,无
石家庄-贵阳,石家庄-贵阳,2018/5/1,NS3299,河北航空有限公司,石家庄正定机场,贵阳龙洞堡机场,11:00,13:40,2小时40分钟,1628,波音738(中),1019,6.3折,有
石家庄-铜仁,石家庄-铜仁,2018/5/1,HU7526,海南航空股份有限公司,石家庄正定机场,铜仁铜仁凤凰机场,16:15,18:30,2小时15分钟,1446,波音738(中),365,2.5折,有
石家庄-昆明,石家庄-昆明,2018/5/1,8L9656,云南祥鹏航空公司,石家庄正定机场,昆明长水机场,17:50,21:05,3小时15分钟,2092,波音737(中),510,2.1折,无
石家庄-昆明,石家庄-昆明,2018/5/1,NS3311,河北航空有限公司,石家庄正定机场,昆明长水机场,5:50,8:50,3小时,2092,波音738(中),571,2.4折,有
石家庄-昆明,石家庄-昆明,2018/5/1,KN2381,中国联合航空公司,石家庄正定机场,昆明长水机场,7:45,10:50,3小时5分钟,2092,波音737(中),580,2.4折,无
石家庄-昆明,石家庄-昆明,2018/5/1,KY8298,昆明航空有限公司,石家庄正定机场,昆明长水机场,20:45,23:45,3小时,2092,波音738(中),657,2.7折,无
石家庄-昆明,石家庄-昆明,2018/5/1,NS3269,河北航空有限公司,石家庄正定机场,昆明长水机场,16:00,19:20,3小时20分钟,2092,波音738(中),689,2.9折,有
石家庄-昆明,石家庄-昆明,2018/5/1,9C8937,中国春秋航空公司,石家庄正定机场,昆明长水机场,10:15,13:35,3小时20分钟,2092,空客320(中),720,3折,无
石家庄-西安,石家庄-西安,2018/5/1,NS3255,河北航空有限公司,石家庄正定机场,西安咸阳机场,7:40,9:20,1小时40分钟,696,波音738(中),402,4.6折,有
石家庄-西安,石家庄-西安,2018/5/1,JD5304,首都航空有限公司,石家庄正定机场,西安咸阳机场,16:00,17:50,1小时50分钟,696,空客320(中),870,全价经济舱,无
石家庄-榆林,石家庄-榆林,2018/5/1,JR1601,幸福航空有限责任公司,石家庄正定机场,榆林榆阳机场,8:30,9:35,1小时5分钟,390,新舟60(小),359,6折,无
石家庄-兰州,石家庄-兰州,2018/5/1,HU7432,海南航空股份有限公司,石家庄正定机场,兰州中川机场,21:45,23:50,2小时5分钟,1100,波音738(中),340,2.9折,无
石家庄-兰州,石家庄-兰州,2018/5/1,9C8719,中国春秋航空公司,石家庄正定机场,兰州中川机场,18:25,20:30,2小时5分钟,1100,空客320(中),430,3.6折,无
石家庄-兰州,石家庄-兰州,2018/5/1,NS3297,河北航空有限公司,石家庄正定机场,兰州中川机场,7:35,9:35,2小时,1100,波音738(中),462,3.9折,有
石家庄-银川,石家庄-银川,2018/5/1,CA8923,中国国际航空公司,石家庄正定机场,银川河东机场,15:25,17:05,1小时40分钟,833,波音737(中),280,2.9折,无
石家庄-银川,石家庄-银川,2018/5/1,MU2843,中国东方航空公司,石家庄正定机场,银川河东机场,11:00,12:40,1小时40分钟,833,空客320(中),290,3折,有
石家庄-乌鲁木齐,石家庄-乌鲁木齐,2018/5/1,JD5383,首都航空有限公司,石家庄正定机场,乌鲁木齐地窝堡机场,13:40,17:45,4小时5分钟,2826,空客330(宽),630,2.4折,有
石家庄-乌鲁木齐,石家庄-乌鲁木齐,2018/5/1,SC4904,中国山东航空公司,石家庄正定机场,乌鲁木齐地窝堡机场,19:55,0:05,4小时10分钟,2826,波音738(中),654,2.5折,有
太原-北京,太原-北京,2018/5/1,MU5291,中国东方航空公司,太原武宿机场,北京首都机场,7:25,8:45,1小时20分钟,522,波音737(中),260,2.4折,无
太原-北京,太原-北京,2018/5/1,MU5293,中国东方航空公司,太原武宿机场,北京首都机场,11:00,12:15,1小时15分钟,522,波音737(中),260,2.4折,无
太原-北京,太原-北京,2018/5/1,CA1146,中国国际航空公司,太原武宿机场,北京首都机场,9:10,10:30,1小时20分钟,522,波音737(中),420,3.9折,无
太原-北京,太原-北京,2018/5/1,MU5299,中国东方航空公司,太原武宿机场,北京首都机场,20:05,21:25,1小时20分钟,522,波音737(中),800,超值头等舱,无
太原-北京,太原-北京,2018/5/1,MU5295,中国东方航空公司,太原武宿机场,北京首都机场,13:00,14:25,1小时25分钟,522,波音737(中),950,8.9折,无
太原-北京,太原-北京,2018/5/1,MU5527,中国东方航空公司,太原武宿机场,北京首都机场,15:30,16:45,1小时15分钟,522,空客320(中),960,9折,无
太原-长治,太原-长治,2018/5/1,KY8355,昆明航空有限公司,太原武宿机场,长治长治机场,16:30,17:10,0小时40分钟,175,波音737(中),235,2.3折,无
太原-长治,太原-长治,2018/5/1,G52688,中国华夏航空公司,太原武宿机场,长治长治机场,20:00,20:50,0小时50分钟,175,庞巴迪CRJ900(小),951,全价经济舱,无
太原-大同,太原-大同,2018/5/1,8L9545,云南祥鹏航空公司,太原武宿机场,大同云冈机场,10:40,11:35,0小时55分钟,279,空客320(中),105,1.1折,无
太原-大同,太原-大同,2018/5/1,MU9627,中国东方航空公司,太原武宿机场,大同云冈机场,20:10,21:10,1小时,279,波音737(中),260,2.7折,无
太原-呼和浩特,太原-呼和浩特,2018/5/1,8L9985,云南祥鹏航空公司,太原武宿机场,呼和浩特白塔机场,18:30,19:30,1小时,370,波音737(中),335,5.1折,无
太原-呼和浩特,太原-呼和浩特,2018/5/1,MU2409,中国东方航空公司,太原武宿机场,呼和浩特白塔机场,15:15,16:15,1小时,370,波音737(中),370,6.2折,无
太原-呼和浩特,太原-呼和浩特,2018/5/1,DR6529,瑞丽航空有限公司,太原武宿机场,呼和浩特白塔机场,11:10,12:10,1小时,370,波音737(中),737,全价经济舱,无
太原-包头,太原-包头,2018/5/1,SC4607,中国山东航空公司,太原武宿机场,包头二里半机场,15:35,16:50,1小时15分钟,426,波音738(中),307,6.1折,无
太原-鄂尔多斯,太原-鄂尔多斯,2018/5/1,JR1538,幸福航空有限责任公司,太原武宿机场,鄂尔多斯鄂尔多斯机场,11:55,13:00,1小时5分钟,489,新舟60(小),354,3.5折,无
太原-大连,太原-大连,2018/5/1,HU7522,海南航空股份有限公司,太原武宿机场,大连周水子机场,20:25,22:05,1小时40分钟,1194,波音738(中),670,5.4折,无
太原-大连,太原-大连,2018/5/1,CZ8248,中国南方航空公司,太原武宿机场,大连周水子机场,19:25,21:00,1小时35分钟,1194,空客319(中),890,7.1折,无
太原-大连,太原-大连,2018/5/1,EU2269,成都航空有限公司,太原武宿机场,大连周水子机场,10:15,11:50,1小时35分钟,1194,空客319(中),1202,全价经济舱,无
太原-大连,太原-大连,2018/5/1,MU2915,中国东方航空公司,太原武宿机场,大连周水子机场,11:30,13:05,1小时35分钟,1194,空客320(中),1210,9.7折,有
太原-沈阳,太原-沈阳,2018/5/1,BK2993,中国奥凯航空公司,太原武宿机场,沈阳桃仙机场,10:10,11:55,1小时45分钟,1171,波音738(中),562,4.5折,无
太原-沈阳,太原-沈阳,2018/5/1,HU7329,海南航空股份有限公司,太原武宿机场,沈阳桃仙机场,16:15,18:05,1小时50分钟,1171,波音738(中),830,6.7折,有
太原-沈阳,太原-沈阳,2018/5/1,ZH9714,中国深圳航空公司,太原武宿机场,沈阳桃仙机场,18:40,20:25,1小时45分钟,1171,空客320(中),840,6.8折,有
太原-沈阳,太原-沈阳,2018/5/1,DR5337,瑞丽航空有限公司,太原武宿机场,沈阳桃仙机场,14:15,16:10,1小时55分钟,1171,波音737(中),1182,全价经济舱,无
太原-沈阳,太原-沈阳,2018/5/1,3U8849,中国四川航空公司,太原武宿机场,沈阳桃仙机场,16:35,18:15,1小时40分钟,1171,空客321(中),1210,全价经济舱,有
太原-长春,太原-长春,2018/5/1,MU9935,中国东方航空公司,太原武宿机场,长春龙嘉机场,8:45,10:50,2小时5分钟,1364,空客320(中),630,4.5折,有
太原-长春,太原-长春,2018/5/1,SC8865,中国山东航空公司,太原武宿机场,长春龙嘉机场,12:20,14:40,2小时20分钟,1364,波音738(中),716,5.1折,有
太原-哈尔滨,太原-哈尔滨,2018/5/1,FU6598,福州航空有限责任公司,太原武宿机场,哈尔滨太平机场,21:00,23:25,2小时25分钟,1714,波音738(中),660,3.9折,无
太原-哈尔滨,太原-哈尔滨,2018/5/1,SC4961,中国山东航空公司,太原武宿机场,哈尔滨太平机场,16:00,18:20,2小时20分钟,1714,波音738(中),834,4.9折,无
太原-哈尔滨,太原-哈尔滨,2018/5/1,3U8597,中国四川航空公司,太原武宿机场,哈尔滨太平机场,11:35,14:00,2小时25分钟,1714,空客320(中),1670,全价经济舱,有
太原-南京,太原-南京,2018/5/1,HO1640,上海吉祥航空公司,太原武宿机场,南京禄口机场,21:30,23:20,1小时50分钟,974,空客320(中),504,4.8折,有
太原-南京,太原-南京,2018/5/1,MU2135,中国东方航空公司,太原武宿机场,南京禄口机场,7:00,8:45,1小时45分钟,974,波音737(中),530,5折,有
太原-南京,太原-南京,2018/5/1,HU7698,海南航空股份有限公司,太原武宿机场,南京禄口机场,9:00,10:40,1小时40分钟,974,波音738(中),560,5.3折,无
太原-南京,太原-南京,2018/5/1,ZH9592,中国深圳航空公司,太原武宿机场,南京禄口机场,20:15,22:20,2小时5分钟,974,波音737(中),592,5.1折,有
